,id,feature,交房时间,产权年限,优惠折扣,占地面积,参考单价,售楼地址,在售户型,地上车位数,地下车位数,容  积  率,工程进度,建筑类型,建筑面积,开  发  商,投  资  商,最低首付,最新开盘,楼层状况,楼盘地址,楼盘总价,物  业  费,物业公司,环线配置,绿  化  率,装修标准,规划用户,车  位  数,车  位  比,销售情况
173,国华新都,"['项目在建', '大型社区', '车位充足', '购物中心', '商业街', '银行', '便利店', '配套纯熟', '南北通透', '大户型']",2018-12-31,住宅 70年 别墅 70年,暂无数据,120000m²,住宅17000元/㎡,佛山南海广佛路与太平大道交汇处,3室户型(2)，4室户型(5),暂无数据,暂无数据,"住宅:2.3,别墅:2.3",在建中，竣工时间：2016-10-30,住宅:小高层 高层,503823m²,佛山市国华置业有限公司,佛山市国华置业有限公司,住宅 45.3万（首付比例：30%),2017-08-13,楼高17层，2梯4户设计，,[南海-大沥]太平大道,住宅151-338万元/套,住宅:2.6元/平米/月,国瑞物业,暂无数据,35%,暂无数据,2400户,700个,1:0.3,在售
174,凯蓝滨江名门,"['项目在建', '装修交付', '车位充足', '人车分流', '公园', '医院', '学校', '银行', '配套纯熟', '厨卫全明']",2019-01-31,住宅 70年 别墅 70年,暂无数据,20229m²,住宅22000元/㎡(单价范围 20000-22000元/㎡),佛山顺德容桂容山社区东堤路凯蓝·滨江名门售楼部 佛山市顺德区容桂街道办事处容山社区居民委员会东堤路,3室户型(2)，4室户型(4),暂无数据,暂无数据,"住宅:2.3,别墅:2.3",在建中，竣工时间：2017-09-30,住宅:高层,135433m²,佛山顺德凯蓝房地产有限公司,佛山顺德凯蓝房地产有限公司,住宅 36万（首付比例：20%),2017-04-07,佛山凯蓝置业有限公司,[顺德-容桂]昇平东街,住宅180-231万元/套,住宅:2.39元/平米/月,广州市萨弗物业管理有限公司（佛山分公司）,暂无数据,35%,暂无数据,2400户,500个,1:0.5,在售
175,招商·公园1872,"['项目在建', '品牌开发商', '车位充足', '人车分流', '购物中心', '商业街', '医院', '银行', '便利店', '配套纯熟']",2018-09-31,住宅 70年,暂无数据,70000m²,住宅17000元/㎡,顺德新城德胜商务区兴顺路、龙盘西路交汇处,3室户型(1)，4室户型(3)，5室户型(2),暂无数据,300,住宅:3.2,在建中，竣工时间：2016-10-31,住宅:高层,300000m²,招商地产佛山公司,招商地产佛山公司,住宅 71.4万（首付比例：30%),2018-04-28,12栋高层住宅。,[顺德-大良]龙盘西路,住宅238-357万元/套,住宅:3.6元/平米/月,招商局物业有限公司（佛山分公司）,暂无数据,30%,暂无数据,1142户,500个(100㎡面积配套1个车位),1:0.4,在售
176,保利翡翠公馆,"['项目在建', '装修交付', '品牌开发商', '大型社区', '人车分流', '银行', '便利店', '厨卫全明', '大户型', '双卫生间']",2020-12-30,住宅 70年,暂无数据,113481m²,住宅16500元/㎡,禅城区南庄镇科海路与禅港路交汇处,3室户型(1)，4室户型(5),暂无数据,暂无数据,住宅:3,在建中，竣工时间：2018-12-31,住宅:高层,340444m²,暂无数据,保利华南实业有限公司,住宅 58.2万（首付比例：30%),2019-03-30,一期1~3栋，30层2梯4户；4~5栋，29层2梯3户；6~12栋 30层2梯4户,[禅城-南庄]科海路18号,住宅194-310万元/套,住宅:2.4元/平米/月,保利物业发展股份有限公司,暂无数据,35%,暂无数据,2700户,2700个,1:1,在售
177,保利碧桂园悦公馆,"['今年交房', '项目在建', '装修交付', '大平层', '品牌开发商', '大型社区', '车位充足', '人车分流', '学校', '南北通透']",预计2020年8月交房,住宅 70年,暂无数据,145000m²,住宅16500-18000元/㎡,佛山市顺德大良新城区彩虹路与观绿路交界（临近广州番禺）,3室户型(4)，4室户型(4)，5室户型(1),暂无数据,800,住宅:2.44,在建中，竣工时间：2018-03-30,住宅:高层,474000m²,信雅房地产开发有限公司,"保利华南事业有限公司,佛山市顺德区碧桂园地产有限公司",住宅 50.1万（首付比例：30%),2018-08-17,一期C地块由8栋13-32层的建筑组成（3栋13-15层高精装，5栋29-32层高毛坯），主力产品2+1到4房,[顺德-大良]德胜东路,住宅167-234万元/套,住宅:3元/平米/月,保利物业,暂无数据,30%,暂无数据,2700户,800个,1:0.3,在售
178,恒大山水龙盘,"['恒大大优惠', '低单价', '项目在建', '装修交付', '品牌开发商', '大型社区', '人车分流', '厨卫全明', '大户型', '双卫生间']",最新一期单位预计2021年交房,住宅 70年 别墅 70年,暂无数据,1000000m²,"住宅10000元/㎡, 别墅14000元/㎡(单价范围 13000-15000元/㎡)",佛山市三水区桂丹路仙湖度假区正门直行约500米,3室户型(9)，4室户型(1)，5室户型(2),暂无数据,暂无数据,"住宅:0.8,别墅:0.8",在建中，竣工时间：2019-06-30,住宅:高层 别墅:独栋别墅 联排别墅,800000m²,佛山市三水区能润置地房地产开发有限公司,佛山市三水区能润置地房地产开发有限公司,住宅 27万（首付比例：30%)，别墅 108万（首付比例：30%),2018-09-23,高层洋房17-32层；双拼别墅、联排别墅地上2-3层,[三水-白坭]桂丹路仙湖度假区正门直行约500米,"住宅90-161万元/套, 别墅360-415万元/套",住宅:1.5元/平米/月,金碧物业有限公司,暂无数据,19%,暂无数据,5009户,6473个,1:1.3,在售
179,信业阳光城檀悦,"['项目在建', '装修交付', '品牌开发商', '大型社区', '人车分流', '银行', '厨卫全明', '大阳台', '双卫生间', '双阳台']",2021-06-30,住宅 70年,暂无数据,110148m²,住宅18000元/㎡,禅城区季华西路绿岛湖,3室户型(2)，4室户型(1),暂无数据,暂无数据,住宅:2.5,在建中，竣工时间：2020-12-31,住宅:高层,408023m²,佛山信财置业有限公司,阳光城（控股集团）,住宅 48.6万（首付比例：30%),2018-11-30,楼高34层，2梯5户设计,[禅城-南庄]季华西路绿岛湖,住宅162-234万元/套,住宅:3.5元/平米/月,阳光城物业（福建）有限公司佛山分公司,暂无数据,35%,暂无数据,2346户,暂无数据,暂无数据,在售
180,招商曦岸,"['装修交付', '品牌开发商', '今年交房', '项目在建', '大型社区', '人车分流', '便利店', '厨卫全明', '大户型', '双卫生间']",2019-12-30,住宅 70年,暂无数据,68731m²,住宅18500元/㎡,佛山市顺德区陈村镇金錩南路1号,3室户型(3)，4室户型(1),暂无数据,暂无数据,住宅:2.5,在建中，竣工时间：2018-12-31,住宅:高层,230000m²,佛山招商果岭房地产有限公司,暂无数据,住宅 45.3万（首付比例：30%),2018-09-23,楼高28层,[顺德-陈村]仙涌地铁站旁,住宅151-205万元/套,住宅:2.98元/平米/月,招商局物业管理有限公司,暂无数据,35%,暂无数据,1600户,1800个,1:1.3,在售
181,世茂望樾,"['项目在建', '品牌开发商', '厨卫全明', '复式', '大户型', '双卫生间', '主卧套房', '热销盘', '人气楼盘']",预计2021年6月交楼,住宅 70年,暂无数据,34000m²,住宅19500元/㎡(单价范围 18500-19500元/㎡),佛山市禅城区绿岛湖禅港路和横三路交界处北侧,3室户型(1)，4室户型(3),暂无数据,暂无数据,住宅:2.5,在建中，竣工时间：2020-03-28,住宅:高层,120000m²,佛山市荃享房地产开发有限公司,世茂地产,住宅 60.9万（首付比例：30%),2018-08-25,高层,[禅城-南庄]绿岛湖禅港路和横三路交界处北侧,住宅203-234万元/套,住宅:3元/平米/月,世茂天成物业服务集团有限公司,暂无数据,35%,暂无数据,733户,720个,1:1,在售
182,富星半岛,"['今年交房', '项目在建', '大型社区', '公园', '医院', '银行', '便利店', '配套纯熟', '厨卫全明', '大户型']",预计2020年6月交房,住宅 70年,暂无数据,160000m²,住宅9400元/㎡(单价范围 9100-9700元/㎡),荷城高明大道以南、沧江路以东,3室户型(3)，4室户型(1),暂无数据,暂无数据,住宅:2.4,在建中，竣工时间：2017-12-30,住宅:高层,440000m²,佛山市高明区大家好房地产有限公司,香港盈信富星地产集团,住宅 33.3万（首付比例：30%),2019-02-25,低层，高层,[高明-荷城]高明大道东492号（秀丽河泵站交界处）,住宅111-135万元/套,住宅:1.7元/平米/月,广州珠江物业酒店管理公司,暂无数据,30%,暂无数据,1950户 (总共 1950 户 当期 398 户),2312个(停车位:共2312个停车位),1:1,在售
183,路劲天隽汇,"['项目在建', '沿街商铺', '人车分流', '江景地产', '公园', '学校', '南北通透', '厨卫全明', '主卧套房', '大户型']",预计2021年交房,住宅 70年 别墅 70年,暂无数据,21956m²,住宅待定,佛山市顺德区容桂容奇大道27号,别墅户型(3),暂无数据,暂无数据,"住宅:3,别墅:3",在建中，竣工时间：2020-12-31,住宅:多层 高层 别墅:叠加别墅,97755m²,佛山隽智房地产开发有限公司,暂无数据,暂无数据 [房贷计算器],2019-03-30,1号楼高28层，2座30层，3座34层，4、5座31层，6-7、9-10座6层。,[顺德-容桂]容奇大道27号,别墅500万元/套,住宅:1.7元/平米/月,路劲物业,暂无数据,35%,暂无数据,584户,659个,1:1.1,在售
184,恒福容悦,"['品牌开发商', '厨卫全明', '大阳台', '双卫生间', '大户型', '项目在建', '高绿化率', '配套纯熟', '便利店', '医院']",2020-06-30,住宅 70年,暂无数据,18175m²,住宅15000元/㎡,容桂街道红星社区居民委员会文滘路10号（胡锦超职业技术学校旁),3室户型(4)，4室户型(2),暂无数据,暂无数据,住宅:3,在建中，竣工时间：2020-12-31,住宅:高层,71889m²,佛山市顺德区恒利房地产有限公司,广东恒福集团,住宅 39.9万（首付比例：30%),2019-03-16,20层,[顺德-容桂]容桂街道红星社区居民委员会文滘路10号,住宅133-173万元/套,住宅:3元/平米/月,佛山市恒福物业管理有限公司,暂无数据,37%,暂无数据,494户,暂无数据,暂无数据,在售
185,华侨城天鹅湖,"['项目在建', '大型社区', '车位充足', '人车分流', '大户型', '双阳台', '主卧套房', '今年交房']",2019-12-31,住宅 70年 别墅 70年,暂无数据,410000m²,住宅20000元/㎡(单价范围 20000-22000元/㎡),顺德区大良南国东路与碧桂路交汇处西南角,3室户型(3)，4室户型(5)，5室户型(1)，别墅户型(3),暂无数据,500,"住宅:1.2,别墅:1.2",在建中，竣工时间：2016-11-30,住宅:小高层 高层 别墅:独栋别墅 联排别墅 双拼别墅,720000m²,广东顺德华侨城实业发展有限公司,广东顺德华侨城实业发展有限公司,住宅 70.8万（首付比例：30%)，别墅 210万（首付比例：30%),2018-03-17,包含高层洋房、双拼、联排别墅,[顺德-大良]南国东路32号,"住宅236-534万元/套, 别墅700-5000万元/套",住宅:4.2元/平米/月 别墅:7元/平米/月,仲量联行物业顾问有限公司,暂无数据,30%,暂无数据,2000户,500个,1:0.3,在售
186,美的中交翰诚,"['项目在建', '装修交付', '人车分流', '南北通透', '厨卫全明', '双卫生间', '双阳台', '大户型', '低单价']",2020-07-31,住宅 70年,暂无数据,38000m²,住宅14500元/㎡(单价范围 14000-15000元/㎡),佛山市顺德区杏坛镇德富路62号,3室户型(1)，4室户型(3),暂无数据,暂无数据,住宅:2,在建中，竣工时间：2019-12-31,住宅:高层,105000m²,佛山市顺德区美的中交房地产有限公司,美的置业 中交地产,住宅 39.3万（首付比例：30%),2018-08-19,楼高23—32层,[顺德-杏坛]德富路62号,住宅131-187万元/套,住宅:3元/平米/月,广东美的物业管理股份有限公司,暂无数据,30%,暂无数据,710户,853个,1:1.2,在售
187,雅丽豪庭,"['今年交房', '项目在建', '装修交付', '大型社区', '车位充足', '学校', '银行', '便利店', '厨卫全明', '大户型']",2020-07-31,住宅 70年,暂无数据,260000m²,住宅16000元/㎡,佛山南海区罗村贵隆路1号,2室户型(1)，3室户型(4)，4室户型(4)，5室户型(1),暂无数据,暂无数据,住宅:3.07,在建中，竣工时间：2018-01-30,住宅:多层 小高层 高层,771841m²,佛山南海贵隆房地产发展有限公司,佛山南海贵隆房地产发展有限公司,住宅 32万（首付比例：20%),2018-08-25,多层，小高层,[南海-罗村]贵隆路1号,住宅160-640万元/套,住宅:2元/平米/月,雅居乐物业管理服务有限公司,暂无数据,30%,暂无数据,6905户 (总共 3800 户),3800个,1:0.6,在售
188,世爵府邸,"['低单价', '车位充足', '学校', '银行', '便利店', '厨卫全明', '大户型', '双卫生间', '双阳台', '今年交房']",2019-02-28,住宅 70年,暂无数据,55697m²,住宅13500元/㎡(单价范围 13000-14000元/㎡),佛山市南海区西樵镇官山片区樵华路西侧,3室户型(3)，4室户型(1),200,暂无数据,住宅:2.75,已竣工，交房时间：2018-12-31,住宅:小高层 高层,202261m²,佛山紫元房地产开发有限公司,佛山紫元房地产开发有限公司,住宅 34.2万（首付比例：30%),2018-10-20,15-26层,[南海-西樵]庆和街,住宅114-159万元/套,住宅:2.2元/平米/月,中奥物业,暂无数据,25%,暂无数据,1253户,500个,1:0.4,在售
189,乐添星际半岛,"['项目在建', '大平层', '大型社区', '车位充足', '学校', '便利店', '南北通透', '复式', '大户型', '大阳台']",2020-06-30,住宅 70年,暂无数据,86000m²,住宅15000元/㎡,佛山市顺德区乐从南区新城星际路,3室户型(1)，4室户型(1)，别墅户型(1),暂无数据,600,住宅:2.75,在建中，竣工时间：2017-06-30,住宅:高层 别墅:联排别墅,360000m²,乐从供销集团乐添房产经营有限公司,乐从供销集团乐添房产经营有限公司,住宅 49.5万（首付比例：30%)，别墅 300万（首付比例：30%),2018-03-29,37层,[顺德-乐从]映翠南路,"住宅165-240万元/套, 别墅1000-1600万元/套",住宅:2.8元/平米/月 别墅:2.8元/平米/月,嘉豪物业,暂无数据,25%,暂无数据,1253户,600个,1:0.3,在售
190,国瑞铂金公馆,"['新开盘', '项目在建', '品牌开发商', '购物中心', '公园', '学校', '银行', '便利店', '配套纯熟', '厨卫全明']",交楼时间待定,住宅 70年,暂无数据,90231m²,住宅16500元/㎡(最低 14888元/㎡起),佛山市禅城区祖庙街道汾宁路62号,1室户型(2)，2室户型(1)，3室户型(4),暂无数据,暂无数据,住宅:3.8,在建中，竣工时间：2020-12-31,住宅:高层,356490m²,佛山市国瑞南方地产开发有限公司,国瑞置业,住宅 19.5万（首付比例：30%),2019-03-27,2#17层,[禅城-祖庙]汾宁路62号,住宅65-229万元/套,住宅:2.8元/平米/月 别墅:2.8元/平米/月,北京国瑞物业服务有限公司,暂无数据,25%,暂无数据,364户 (住宅),暂无数据,暂无数据,在售
191,悦万城,"['轨交房', '品牌开发商', '人车分流', '购物中心', '商业街', '公园', '医院', '学校', '银行', '便利店']",2018-09-01,住宅 70年,暂无数据,39637m²,住宅23000元/㎡,南海区桂城南海大道北46号,1室户型(2)，4室户型(1),50,1656,住宅:4.5,已竣工，交房时间：2018-09-01,住宅:高层,209582m²,佛山市南海万业置地有限公司,暂无数据,暂无数据 [房贷计算器],2016-07-01,1、4座住宅楼高22层,[南海-桂城]南海大道北46号,住宅494万元/套,住宅:2.47元/平米/月,佛山和丰物业管理有限公司,暂无数据,26%,暂无数据,797户,1706个,1:2,在售
192,金辉路劲江山云著,"['今年交房', '项目在建', '装修交付', '品牌开发商', '公园', '银行', '厨卫全明', '大户型', '双卫生间']",2019-12-31,住宅 70年,暂无数据,39844m²,住宅15000-17500元/㎡,广东佛山顺德容桂容奇大道东13号,3室户型(1)，4室户型(2),暂无数据,暂无数据,住宅:3.5,在建中，竣工时间：2019-01-30,住宅:高层,139456m²,佛山市启辉房地产有限公司,暂无数据,住宅 42.6万（首付比例：30%),2018-04-28,33-34层,[顺德-容桂]容奇大道东13号,住宅142-250万元/套,住宅:3元/平米/月,广州路劲物业服务有限公司,暂无数据,30%,暂无数据,1231户,861个,0.7:1,在售
193,方圆南海小城之春,"['项目在建', '装修交付', '品牌开发商', '小型社区', '车位充足', '人车分流', '购物中心', '商业街', '医院', '学校']",2019-08-31,住宅 70年,暂无数据,8178m²,住宅21000元/㎡(单价范围 18500-21000元/㎡),佛山市南海区大沥镇工业大道与钟边路交界,3室户型(2)，4室户型(2),暂无数据,暂无数据,住宅:3,在建中，竣工时间：2019-01-30,住宅:小高层,30484m²,方圆地产控股有限公司,暂无数据,住宅 51.9万（首付比例：30%),2018-05-01,3-15层,[南海-大沥]工业大道与钟边路交界,住宅173-270万元/套,住宅:2.47元/平米/月,方圆现代生活物业管理有限公司,暂无数据,30%,暂无数据,186户,132个,1:0.7,在售
194,盈生林上湾,"['今年交房', '低单价', '项目在建', '购物中心', '公园', '医院', '厨卫全明', '大户型']",2019-03-30,住宅 70年 商业 40年,暂无数据,32231m²,"商业14000元/㎡(单价范围 14000-16000元/㎡), 住宅待定",佛山市顺德区北滘镇林上路活力体育中心西侧,3室户型(1)，4室户型(2)，商业户型(3),暂无数据,暂无数据,"住宅:3.28,商业:3.28",在建中，竣工时间：2018-02-28,住宅:高层 商业 高层,160000m²,佛山市顺德区盈生房地产有限公司,暂无数据,商业 30.5万（首付比例：50%),2017-04-01,楼高28层，5梯24户设计,[顺德-北滘]林上路活力体育中心西侧,商业61-164万元/套,住宅:1.9元/平米/月 商业:3.5元/平米/月,佛山市顺德区盈生房地产有限公司,暂无数据,30%,暂无数据,800户,暂无数据,1:1,在售
195,博澳城,"['低单价', '项目在建', '装修交付', '大型社区', '车位充足', '大户型', '双卫生间', '主卧套房', '今年交房']",2019-08-30,住宅 70年 别墅 70年,暂无数据,303000m²,"住宅14000元/㎡(单价范围 14000-15000元/㎡), 别墅15800元/㎡",顺德大良伦桂路与凤翔路交汇处（大良华盖路3公里）,3室户型(7)，4室户型(3)，5室户型(1),暂无数据,500,"住宅:2.65,别墅:2.65",在建中，竣工时间：2019-06-30,住宅:高层 别墅:联排别墅,800000m²,"佛山市顺德区兆辉投资置业有限公司,佛山市顺德区兆锐房地产有限公司",佛山市顺德区兆辉投资置业有限公司,住宅 39万（首付比例：30%)，别墅 142.2万（首付比例：30%),预计12月底加推别墅,24-28层,[顺德-大良]伦桂路,"住宅130-142万元/套, 别墅474-948万元/套",住宅:1.7元/平米/月,广东中奥物业管理有限公司,暂无数据,35%,暂无数据,5800户 (总共 5800 户),500个(地下车库),1:0.1,在售
196,丽日坚美森林湖,"['低单价', '项目在建', '学校', '银行', '大户型', '双阳台', '主卧套房']",2017-09-30,住宅 70年 别墅 70年,暂无数据,218311m²,"住宅11000元/㎡, 别墅18000元/㎡(单价范围 18000-25000元/㎡)",云东海大道森林公园东门南侧,2室户型(1)，3室户型(1),暂无数据,暂无数据,住宅:1,在建中，竣工时间：2018-08-31,住宅:小高层 别墅:双拼别墅,214457m²,佛山市三水丽日坚美房地产有限公司,佛山市三水丽日坚美房地产有限公司,住宅 54.3万（首付比例：30%)，别墅 185.7万（首付比例：30%),2016-09-18,板楼,[三水-云东海]云东海大道森林公园东门南侧,"住宅181万元/套起, 别墅619-1050万元/套",住宅:1.3元/平米/月 别墅:1.8元/平米/月,佛山市星城物业管理有限公司,暂无数据,70%,暂无数据,1000户 (总共 1000 户 当期 391 户),"300个(停 车 位：1:1, 一期约300个)",1:1,在售
197,中怡新天地,"['今年交房', '项目在建', '车位充足', '便利店', '学校', '银行']",公寓预计2019年10月交房,住宅 70年 商业 40年,暂无数据,77910m²,"住宅16500元/㎡(单价范围 16000-17000元/㎡), 商业13000-19000元/㎡",顺德区大良永同路1号（即凤城食都旁）,商业户型(2),暂无数据,暂无数据,"住宅:4.5,商业:4.5",在建中，竣工时间：2019-01-31,住宅:高层 商业 高层,12454m²,佛山市中怡盛合地产置业有限公司,暂无数据,住宅 46.8万（首付比例：30%)，商业 26.5万（首付比例：50%),2017-07-02,楼高23或27层,[顺德-大良]永同路1号（即凤城食都旁）,"住宅156-219万元/套, 商业53-89万元/套",住宅:3-3.5元/平米/月 商业:3.5-4元/平米/月,佛山市顺德区登图物业管理有限公司,暂无数据,30%,暂无数据,843户,514个,1:0.6,在售
198,三水富景花园雍景苑,"['今年交房', '低单价', '项目在建', '装修交付', '低容积', '小型社区', '购物中心', '公园', '医院', '学校']",2019-09-30,住宅 70年,暂无数据,9686m²,住宅9180元/㎡,三水区白坭镇黄金大道68号,3室户型(3),暂无数据,暂无数据,住宅:1.88,在建中，竣工时间：2019-08-31,住宅:小高层,7484m²,佛山市三水区隔海房产开发有限公司,暂无数据,住宅 30万（首付比例：30%),2018-11-17,7-11层,[三水-白坭]黄金大道68号,住宅100-118万元/套,住宅:3-3.5元/平米/月 商业:3.5-4元/平米/月,佛山市鸿裕物业管理有限公司,暂无数据,暂无数据,暂无数据,142户,暂无数据,暂无数据,在售
199,上林苑,"['项目在建', '大型社区', '车位充足', '购物中心', '学校', '银行', '厨卫全明', '大户型', '小户型', '双卫生间']",2017-09-30,住宅 70年,暂无数据,150000m²,住宅15500元/㎡,佛山市南海区狮山镇三环东路9号（邻近小塘行政商业中心）,2室户型(1)，3室户型(5)，4室户型(2),暂无数据,暂无数据,住宅:1.88,在建中，竣工时间：2016-12-30,住宅:高层,550000m²,佛山市南海恒胜置业有限公司,佛山市南海恒胜置业有限公司,住宅 66.9万（首付比例：30%),2017-04-28,塔楼 高层,[南海-狮山]三环东路9号,住宅223-277万元/套,住宅:1.8元/平米/月,佛山市南海区豪信物业管理有限公司,暂无数据,暂无数据,暂无数据,142户,1200个(暂无资料),1:0.2,在售
200,金地天玺,"['品牌开发商', '公园', '银行', '便利店', '南北通透', '厨卫全明', '复式', '大户型', '双阳台', '主卧套房']",2014-12-30,住宅 70年,暂无数据,40000m²,住宅22000元/㎡(单价范围 17000-22000元/㎡),佛山市顺德区大良云近东区驹荣北路2号（清晖园附近）,2室户型(1)，4室户型(2),暂无数据,暂无数据,住宅:1.88,已竣工，交房时间：2014-12-30,住宅:高层,169128m²,佛山市顺德区金地房地产开发有限公司,佛山市顺德区金地房地产开发有限公司,住宅 290.4万（首付比例：30%),2013-09-20,超高层,[顺德-大良]东禾路,住宅968-1296万元/套,住宅:4.8元/平米/月,金地物业管理集团公司,暂无数据,暂无数据,暂无数据,142户,400个(暂无资料),1:1.1,在售
201,顺建乐明轩,"['今年交房', '低单价', '项目在建', '小型社区', '人车分流', '学校', '厨卫全明', '双卫生间']",预计2019年10月交房,住宅 70年,暂无数据,8176m²,住宅13000元/㎡(单价范围 12500-13500元/㎡),佛山市顺德区大良展翔路12号东（花畔里旁）,3室户型(5),暂无数据,暂无数据,住宅:3,在建中，竣工时间：2019-06-30,住宅:高层,34494m²,佛山市顺德区顺建房地产投资有限公司,暂无数据,住宅 33.9万（首付比例：30%),2018-07-28,20层,[顺德-大良]展翔路12号东（花畔里旁）,住宅113-140万元/套,住宅:2元/平米/月,佛山市顺德区天池物业管理有限公司,暂无数据,30%,暂无数据,226户,258个,1:1.14,在售
202,美的合能桂畔君兰,"['项目在建', '装修交付', '品牌开发商', '人车分流', '银行', '南北通透', '厨卫全明', '双卫生间', '双阳台', '大户型']",预计2020年年中交楼,住宅 70年,暂无数据,47107m²,住宅22000元/㎡,顺德区大良北新基北路桂畔海旁,3室户型(1)，4室户型(2),暂无数据,暂无数据,住宅:3,在建中，竣工时间：2019-12-31,住宅:高层,220000m²,佛山市顺德区美畔房产有限公司,暂无数据,住宅 58.5万（首付比例：30%),2018-12-01,高层,[顺德-大良]顺德东部新城商圈大良北新基北路桂畔海旁,住宅195-281万元/套,住宅:2.8元/平米/月,美的物业管理有限公司,暂无数据,35%,暂无数据,1500户,暂无数据,1.12,在售
203,保利珑门,"['项目在建', '品牌开发商', '大型社区', '车位充足', '人车分流', '购物中心', '公园', '医院', '学校', '银行']",2020-12-31,住宅 70年,暂无数据,86416m²,住宅21000元/㎡(单价范围 20000-22000元/㎡),南海区大沥镇广佛商贸城内中央大街东侧,3室户型(4)，4室户型(2),暂无数据,500,住宅:3.3,在建中，竣工时间：2019-07-30,住宅:小高层 高层,400738m²,百隆房地产开发有限公司,保利地产,住宅 54万（首付比例：30%),2018-12-04,33层,[南海-大沥]滘口路,住宅180-374万元/套,住宅:2.47-2.8元/平米/月,保利物业,暂无数据,25%,暂无数据,1591户,500个,1:0.3,在售
204,鸿业畔湖居,"['低单价', '项目在建', '车位充足', '人车分流', '学校', '银行', '便利店', '厨卫全明', '大户型', '双卫生间']",2020-12-31,住宅 70年,暂无数据,34000m²,住宅12000元/㎡,佛山市南海区狮山镇虹岭路236号,2室户型(1)，3室户型(4)，4室户型(2),暂无数据,暂无数据,住宅:2.5,在建中，竣工时间：2018-06-30,住宅:小高层 高层,116700m²,佛山市鸿业房地产开发有限公司,暂无数据,住宅 38.7万（首付比例：30%),2018-07-29,楼高12-13层,[南海-狮山]虹岭路236号,住宅129-166万元/套,住宅:2.3元/平米/月,广州珠江物业管理佛山分公司,暂无数据,15%,暂无数据,799户,701个,1:0.9,在售
205,美的君兰江山,"['品牌开发商', '大型社区', '车位充足', '厨卫全明', '大户型', '双卫生间']",2018-12-31,住宅 70年,暂无数据,150000m²,住宅25000元/㎡(单价范围 24000-26000元/㎡),佛山市顺德区北滘镇君兰高尔夫国际生活村内,3室户型(1)，4室户型(5)，5室户型(1)，6室户型(1),暂无数据,暂无数据,住宅:2.8,已竣工，交房时间：2018-03-30,住宅:高层,420000m²,广东美的置业有限公司,广东美的置业有限公司,住宅 76.8万（首付比例：30%),2017-05-01,美的君兰江山大君兰十五年来唯一的高层洋房组团,[顺德-北滘]美的大道10号,住宅256-504万元/套,住宅:3元/平米/月,美的物业管理有限公司,暂无数据,30%,暂无数据,2100户 (总共 1200 户 当期 210 户),100个,1:0,在售
206,中惠璧珑湾,"['项目在建', '装修交付', '品牌开发商', '高绿化率', '人车分流', '商业街', '学校', '银行', '大户型', '今年交房']",预计2020年3月交房,住宅 70年,暂无数据,40242m²,住宅19000元/㎡(单价范围 18000-20000元/㎡),佛山市顺德大良南区（大良河畔，龙的酒楼对面）,4室户型(4),暂无数据,暂无数据,住宅:2.65,在建中，竣工时间：2019-08-31,住宅:高层,159470m²,佛山市熙腾房地产有限公司,暂无数据,住宅 53.4万（首付比例：30%),2018-03-30,17到23层,[顺德-大良]南区（大良河畔，龙的酒楼对面）,住宅178-276万元/套,住宅:2.9元/平米/月,东莞市熙元物业有限公司,暂无数据,38%,暂无数据,709户,1070个,1:1.5,在售
207,鸿晖依岸康堤,"['项目在建', '大型社区', '车位充足', '公园', '医院', '学校', '银行', '便利店', '配套纯熟', '南北通透']",2018-08-30,住宅 70年,暂无数据,126000m²,"别墅22000元/㎡, 住宅待定",桂平中路与深海路交界（保时捷对面）,3室户型(3)，4室户型(1)，5室户型(2),500,暂无数据,住宅:2.65,在建中，竣工时间：2018-04-30,住宅:高层 别墅:独栋别墅 联排别墅 双拼别墅,430000m²,佛山市南海鸿晖房地产开发有限公司,佛山市南海鸿晖房地产开发有限公司,别墅 379.5万（首付比例：30%),2016-11-18,楼高32层，2梯4户设计,[南海-桂城]桂平中路,别墅1265-1342万元/套,住宅:2.5元/平米/月 别墅:2.8元/平米/月,佛山鸿晖物业管理有限公司,暂无数据,38%,暂无数据,709户,680个,1:0.3,在售
208,鸿晖康怡名都,"['项目在建', '装修交付', '小型社区', '车位充足', '人车分流', '商业街', '公园', '学校', '银行', '便利店']",2018-03-28,住宅 70年,暂无数据,3200m²,"住宅16500元/㎡(单价范围 16000-17000元/㎡), 商业待定",佛山市南海区桂城平洲公园东侧,3室户型(1)，4室户型(1),暂无数据,暂无数据,住宅:2.65,在建中，竣工时间：2017-11-30,住宅:高层 商业 小高层,15000m²,佛山市南海鸿贵房地产开发有限公司,暂无数据,住宅 60万（首付比例：30%),2017-03-25,楼高11层，2梯13户,[南海-桂城]平洲公园东侧,住宅200-255万元/套,住宅:3.5元/平米/月 商业:3.5元/平米/月,佛山市南海鸿晖物业管理有限公司,暂无数据,38%,暂无数据,709户,200个,1:0.8,在售
